representation,n_seeds,runtime_s,acc_mean,acc_sd,prec_mean,prec_sd,rec_mean,rec_sd,f1_mean,f1_sd,ari_mean,ari_sd,nmi_mean,nmi_sd,sil_mean,sil_sd,db_mean,db_sd,ch_mean,ch_sd,acc_min,acc_max,acc_ci_lo,acc_ci_hi
ResNet-50 (citra asli),100,35.01,48.52318181818182,12.750942987967369,55.76352966821794,15.327697450587008,48.52318181818182,12.750942987967369,39.836403176361976,14.214635886904938,0.2588426883835502,0.1701981175715584,0.4266573866803672,0.17772838266504085,0.370136222243309,0.09629718911187007,1.308366479850465,0.4491513620563134,736.1121815909996,152.2092364354354,28.136363636363637,76.20454545454545,28.136363636363637,75.18863636363635
ResNet-50 (32x32 upsampled),100,33.81,60.91909090909091,11.521050812347205,68.59865565762884,14.043355984582497,60.91909090909091,11.521050812347205,54.3480859352865,13.098142606955191,0.3999123251684378,0.15775942348929817,0.5437862640542784,0.13291276757112214,0.3269741229712963,0.05361926547198499,1.382919324511109,0.2446807409731197,580.3756707396788,98.55150697391306,30.227272727272727,88.70454545454545,39.261931818181814,84.23522727272719
