representation,acc_mean,acc_sd,acc_ci_lo,acc_ci_hi,acc_max,ari_mean,nmi_mean,sil_mean,db_mean,ch_mean
raw,92.9906818181818,7.341780826968661,71.75852272727273,96.86363636363636,96.86363636363636,0.8639237485183687,0.8854539146908867,0.7091709106231312,0.5282566181885094,11126.273880514018
minmax,93.4163636363636,3.4736252979526805,93.9090909090909,93.9090909090909,93.9090909090909,0.8465087614969843,0.8486610797208047,0.7105362760553962,0.5026926514557283,9599.714561857534
zscore,92.48227272727269,4.025565500953993,88.13636363636364,93.9090909090909,93.9090909090909,0.8231453512626055,0.8309485842318759,0.6928009036106146,0.542271492949115,9059.176630584183
rank,93.63659090909087,2.7250000000000005,93.9090909090909,93.9090909090909,93.9090909090909,0.8485187180694399,0.8495894206438436,0.6713989271227488,0.6012070747470888,8162.272150960552
quantile,93.90909090909086,4.2847339127798087e-14,93.9090909090909,93.9090909090909,93.9090909090909,0.8518307347245672,0.8516136938747985,0.666640226950733,0.610341510439355,7960.3173889199625
